data.actor/entropy,data.actor/grad_norm,data.actor/lr,data.actor/pg_clipfrac,data.actor/pg_clipfrac_lower,data.actor/pg_loss,data.actor/ppo_kl,data.critic/advantages/max,data.critic/advantages/mean,data.critic/advantages/min,data.critic/returns/max,data.critic/returns/mean,data.critic/returns/min,data.critic/rewards/max,data.critic/rewards/mean,data.critic/rewards/min,data.critic/score/max,data.critic/score/mean,data.critic/score/min,data.global_seqlen/balanced_max,data.global_seqlen/balanced_min,data.global_seqlen/max,data.global_seqlen/mean,data.global_seqlen/min,data.global_seqlen/minmax_diff,data.logging/granularity,data.logging/phase,data.logging/wall_time,data.perf/cpu_memory_used_gb,data.perf/max_memory_allocated_gb,data.perf/max_memory_reserved_gb,data.perf/mfu/actor,data.perf/throughput,data.perf/time_per_step,data.perf/total_num_tokens,data.prompt_length/clip_ratio,data.prompt_length/max,data.prompt_length/mean,data.prompt_length/min,data.response/aborted_ratio,data.response_length/clip_ratio,data.response_length/max,data.response_length/mean,data.response_length/min,data.response_length_non_aborted/clip_ratio,data.response_length_non_aborted/max,data.response_length_non_aborted/mean,data.response_length_non_aborted/min,data.timing_per_token_ms/adv,data.timing_per_token_ms/gen,data.timing_per_token_ms/update_actor,data.timing_s/adv,data.timing_s/gen,data.timing_s/gen_max,data.timing_s/generate_sequences,data.timing_s/generation_timing/max,data.timing_s/generation_timing/min,data.timing_s/generation_timing/topk_ratio,data.timing_s/old_log_prob,data.timing_s/reward,data.timing_s/start_profile,data.timing_s/step,data.timing_s/stop_profile,data.timing_s/testing,data.timing_s/update_actor,data.training/epoch,data.training/global_step,data.val-core/openai/gsm8k/reward/mean@1,step
0.31757619976997375,1.73046875,1e-06,0.00032207908225245774,0.0,0.02346677880268544,0.0001465797727178142,0.0,-0.22693997621536255,-1.0,1.0,0.25223687291145325,0.0,1.0,0.3125,0.0,1.0,0.3125,0.0,9849,9849,9868,9849.0,9830,38,operation,training,1770885730.6804452,40.57126998901367,62.12930917739868,75.693359375,0.07883998138965974,289.0224429940152,34.07693844800815,19698,0.0,163.0,115.6875,91.0,0.0,0.265625,256.0,192.09375,90.0,0.265625,256.0,192.09375,90.0,2.7161660250618636e-05,0.5174941427694194,0.9902170398533087,0.0005350303836166859,6.362072991207242,5.585682365112007,3.72517991065979,3.7301080226898193,3.7202517986297607,0.5,2.600010860245675,0.011913830880075693,0.00020044995471835136,34.07693844800815,4.540104418992996e-05,49.21958642825484,19.505295251030475,0,1,0.5238817285822593,1
0.34754478931427,2.095703125,1e-06,0.00014584316522814333,0.0,0.029294972773641348,0.00012290134168324585,1.0,-0.2741498053073883,-1.0,1.0,0.3891858458518982,0.0,1.0,0.453125,0.0,1.0,0.453125,0.0,10063,10062,10158,10062.5,9967,191,operation,training,1770885764.9046278,40.60110092163086,62.12930917739868,76.083984375,0.08141041403198165,294.04398724571274,34.22107044002041,20125,0.0,167.0,112.75,79.0,0.0,0.296875,256.0,201.703125,109.0,0.296875,256.0,201.703125,109.0,2.5876259766750456e-05,0.5243140403667573,0.959028971283147,0.0005207597278058529,6.76836994709447,5.600392199121416,3.6827592849731445,3.6919260025024414,3.6735923290252686,0.5,2.5289395269937813,0.011449369601905346,3.729015588760376e-05,34.22107044002041,4.613026976585388e-05,49.36517090210691,19.300458047073334,0,2,0.5322213798332069,2
0.34271207451820374,2.796875,1e-06,0.00013337311975192279,0.0,0.007848675129935145,0.00020616320746569272,1.0,-0.0857786014676094,-1.0,1.0,0.43331456184387207,0.0,1.0,0.5,0.0,1.0,0.5,0.0,9494,9493,9695,9493.5,9292,403,operation,training,1770885798.9540477,40.61414337158203,62.12930917739868,76.083984375,0.07690505545617182,278.8384890890258,34.04659102484584,18987,0.0,141.0,102.3125,87.0,0.0,0.15625,256.0,194.359375,101.0,0.15625,256.0,194.359375,101.0,2.7714265488759536e-05,0.544629720395229,1.0146397312271869,0.0005262107588350773,6.7746490919962525,5.447419382166117,3.6378846168518066,3.6513028144836426,3.6244661808013916,0.5,2.5334930899553,0.014262404292821884,3.480026498436928e-05,34.04659102484584,4.496006295084953e-05,49.46188116585836,19.2649645768106,0,3,0.530705079605762,3
0.34867972135543823,2.12890625,1e-06,0.00015673494635848328,0.0,0.01760193915106356,2.0612926817875632e-05,1.0,-0.1673353761434555,-1.0,1.0,0.5656517744064331,0.0,1.0,0.609375,0.0,1.0,0.609375,0.0,9972,9971,9984,9971.5,9959,25,operation,training,1770885833.1582723,40.64402770996094,62.12930917739868,76.083984375,0.08083272231253526,291.58079240665165,34.1980688017793,19943,0.0,187.0,113.0,81.0,0.0,0.1875,256.0,198.609375,84.0,0.1875,256.0,198.609375,84.0,1.8238988051423814e-05,0.5354127039526653,0.9658713160050102,0.00036374013870954514,6.805630879942328,5.5592247429303825,3.659061908721924,3.66027569770813,3.6578478813171387,0.5,2.547629883978516,0.01167798088863492,4.3999869376420975e-05,34.1980688017793,4.315003752708435e-05,49.52535545406863,19.262371655087918,0,4,0.5284306292645944,4
0.3258059620857239,2.7109375,1e-06,0.0001220703125,0.0,0.013683675555512309,0.0003057018924721433,1.0,-0.12428096681833267,-1.0,1.0,0.4255853593349457,0.0,1.0,0.453125,0.0,1.0,0.453125,0.0,9442,9441,9731,9441.5,9152,579,operation,training,1770885867.2724466,40.639278411865234,62.12930917739868,76.083984375,0.0763663974307984,276.7821734720228,34.11166218388826,18883,0.0,143.0,102.1875,81.0,0.0,0.203125,256.0,192.859375,102.0,0.203125,256.0,192.859375,102.0,1.8824917945746665e-05,0.5480662840279306,1.021670645582946,0.0003554709255695343,6.764782143756747,5.494098324794322,3.6296651363372803,3.654700994491577,3.6046292781829834,0.5,2.5376725741662085,0.011319071054458618,3.548990935087204e-05,34.11166218388826,4.429137334227562e-05,49.457390097901225,19.292206800542772,0,5,0.5322213798332069,5
0.2623940706253052,2.21484375,1e-06,0.0,0.0,0.019555476726964116,-0.0002563069366203763,1.0,-0.18856406211853027,-1.0,1.0,0.4931212365627289,0.0,1.0,0.53125,0.0,1.0,0.53125,0.0,9105,9105,9148,9105.0,9062,86,operation,training,1770885902.152073,40.64596176147461,62.12930917739868,76.083984375,0.07380599896909815,261.06029844096344,34.8769998899661,18210,0.0,171.0,102.8125,80.0,0.0,0.15625,256.0,181.71875,102.0,0.15625,256.0,181.71875,102.0,1.991874467272604e-05,0.5997440004953514,1.0568770292567429,0.0003627203404903412,6.975022725760937,6.095280779991299,3.5962064266204834,3.5993175506591797,3.593095302581787,0.5,2.5386576098389924,0.010974070988595486,3.432994708418846e-05,34.8769998899661,4.355981945991516e-05,49.34130830504,19.245730702765286,0,6,0.535253980288097,6
0.3206622302532196,1.8984375,1e-06,6.225099787116051e-05,0.0,0.00975985242985189,-0.0002288813187760752,1.0,-0.0971827581524849,-1.0,1.0,0.4229114353656769,0.0,1.0,0.484375,0.0,1.0,0.484375,0.0,9549,9548,10301,9548.5,8796,1505,operation,training,1770885936.3538435,40.655784606933594,62.12930917739868,76.083984375,0.07725738547261543,279.20462748854914,34.19893175084144,19097,0.0,174.0,105.9375,82.0,0.0,0.234375,256.0,192.453125,84.0,0.234375,256.0,192.453125,84.0,1.7733680024948296e-05,0.555835873455056,1.0101675422802772,0.0003386600874364376,6.846230453345925,5.497782652731985,3.6372945308685303,3.704557180404663,3.5700318813323975,0.5,2.5411396557465196,0.011652091052383184,3.6689918488264084e-05,34.19893175084144,4.7239940613508224e-05,49.08412692788988,19.291169554926455,0,7,0.5344958301743745,7
0.3474682867527008,1.9697265625,1e-06,6.151574780233204e-05,0.0,0.007803466753102839,3.408113104796939e-05,1.0,-0.08435960859060287,-1.0,1.0,0.3728448152542114,0.0,1.0,0.4375,0.0,1.0,0.4375,0.0,10192,10192,10717,10192.0,9667,1050,operation,training,1770885970.6126602,40.66115188598633,62.12930917739868,76.083984375,0.08240130791182611,297.5400930832599,34.25420720409602,20384,0.0,150.0,115.5,82.0,0.0,0.359375,256.0,203.0,96.0,0.359375,256.0,203.0,96.0,1.8168214651546916e-05,0.5246957723456183,0.9476417025506974,0.00037034088745713234,6.816847474314272,5.556739831343293,3.6824698448181152,3.718815803527832,3.6461236476898193,0.5,2.5409869118593633,0.012007792014628649,5.5240001529455185e-05,34.25420720409602,6.659980863332748e-05,49.24695051787421,19.316728464793414,0,8,0.5405610310841547,8
0.33892735838890076,0.818359375,1e-06,0.0,0.0,0.0019473099382594228,0.0004687563027800934,1.0,-0.02229161188006401,-1.0,1.0,0.5390753746032715,0.0,1.0,0.609375,0.0,1.0,0.609375,0.0,9201,9200,9386,9200.5,9015,371,operation,training,1770886004.4788854,40.66640853881836,62.12930917739868,76.083984375,0.0746557048580341,271.75929904539566,33.85532724112272,18401,0.0,203.0,107.375,79.0,0.0,0.1875,256.0,180.140625,65.0,0.1875,256.0,180.140625,65.0,2.2327093451342227e-05,0.5757127486131209,1.0451219538048062,0.00041084084659814835,6.637392278760672,5.431472716853023,3.598005771636963,3.6002869606018066,3.59572434425354,0.5,2.533172291237861,0.011202921159565449,4.28101047873497e-05,33.85532724112272,4.237983375787735e-05,49.22375884791836,19.231289071962237,0,9,0.5413191811978771,9
0.42136117815971375,2.0703125,1e-06,0.00016747334302635863,0.0,0.017573229386471212,0.00016814655336361284,1.0,-0.17528963088989258,-1.0,1.0,0.3952547311782837,0.0,1.0,0.421875,0.0,1.0,0.421875,0.0,9705,9705,10609,9705.0,8801,1808,operation,training,1770886038.584667,40.673316955566406,62.12930917739868,76.083984375,0.07869236263024221,284.5775923622646,34.103176990989596,19410,0.0,147.0,106.375,84.0,0.0,0.234375,256.0,196.90625,76.0,0.234375,256.0,196.90625,76.0,1.8067993818638805e-05,0.5367682694899854,0.991805353394332,0.0003506997600197792,6.764353732112795,5.523349620867521,3.651357650756836,3.7221786975860596,3.580536365509033,0.5,2.543171398807317,0.011174451094120741,3.603985533118248e-05,34.103176990989596,4.506995901465416e-05,49.17369848676026,19.250941909383982,0,10,0.5390447308567097,10
